frecuencia_THz,energia_meV,alpha2F
0.0079433233353105,0.0328509457485,7.74758539390373e-08
0.0238302989901243,0.0985541978148,2.1017714421800228e-06
0.0397172746449382,0.1642574498811,9.723862183364223e-06
0.055604250299752,0.2299607019474,7.270158069338741e-05
0.0714912259545659,0.2956639540137,0.0002122412802156
0.0873782016093797,0.36136720608,0.0002790035584305
0.1032651772641936,0.4270704581463,0.0003706126151133
0.1191521529190074,0.4927737102125999,0.0005253281028444
0.1350391285738213,0.5584769622789,0.0013080099078276
0.1509261042286352,0.6241802143452,0.0015755076442727
0.1668127508992562,0.6898821058421999,0.0017683314703826
0.1826997265540701,0.7555853579085,0.0020762622277419
0.1985867022088839,0.8212886099747999,0.0032428700758878
0.2144736778636978,0.8869918620411,0.0038509313705425
0.2303606535185116,0.9526951141074,0.0043926420588255
0.2462476291733255,1.0183983661737,0.0049070510354959
0.2621346048281393,1.0841016182399998,0.0059739450591064
0.2780215804829532,1.1498048703063,0.0101805480367461
0.293908556137767,1.2155081223726,0.0097489742524135
0.3097955317925809,1.2812113744389,0.0106666668009456
0.3256825074473947,1.3469146265052,0.0120568993114289
0.3415678381812446,1.412611075725,0.0140569441469542
0.3574577746937937,1.478326572915,0.0186919718787535
0.3733444213644147,1.544028464412,0.0180688649626849
0.3892310680350357,1.609730355909,0.0194698314154757
0.4051177147056568,1.675432247406,0.0219393839912566
0.4210043613762779,1.741134138903,0.0261369511350869
0.4368910080468989,1.8068360304,0.0280951144605459
0.4527776547175199,1.872537921897,0.0295921105721407
0.468664301388141,1.938239813394,0.0316361670208498
0.484550948058762,2.0039417048909995,0.0357734730842138
0.5004375947293831,2.069643596388,0.0372614798183466
0.5163275312419323,2.135359093578,0.0393746182253023
0.5322141779125532,2.201060985075,0.0413459588463918
0.5481008245831743,2.266762876572,0.0446154133431183
0.5639874712537953,2.332464768069,0.047999704394006
0.5798741179244163,2.398166659566,0.0481635591177861
0.5957607645950375,2.463868551063,0.0494228229003487
0.6116474112656585,2.52957044256,0.0515454165557351
0.6275340579362795,2.595272334057,0.0542624452093594
0.6434207046069006,2.660974225554,0.0559903482396643
0.6593073512775216,2.726676117051,0.0575021414359983
0.6751939979481427,2.792378008548,0.0598679330699491
0.6910839344606917,2.858093505738,0.0603033033486091
0.7069705811313128,2.923795397235,0.0615582879263504
0.7228572278019338,2.989497288732,0.0636988285965709
0.7387438744725549,3.055199180229,0.064700931170395
0.754630521143176,3.120901071726,0.0659493444689445
0.7705171678137971,3.186602963223,0.0678641716025586
0.786403814484418,3.25230485472,0.0691541955185709
0.8022904611550391,3.318006746217,0.0712261167727193
0.8181771078256601,3.383708637714,0.0740484602080388
0.8340637544962811,3.4494105292109998,0.0746056217511248
0.8499504011669022,3.515112420708,0.0755379765922661
0.8658403376794512,3.580827917898,0.0768513790678158
0.8817269843500724,3.646529809395,0.0780222970772312
0.8976136310206935,3.712231700892,0.0796735490779409
