E_minus_EF_eV,E_eV,DOS_original,DOS_nueva
-6.157,16.205,0.1066,0.10609424169421595
-6.1519999999999975,16.21,0.1069,0.1048067079656177
-6.1469999999999985,16.215,0.1072,0.10923868597591088
-6.1419999999999995,16.22,0.1075,0.10868664815677226
-6.136999999999997,16.225,0.1078,0.10692585282377169
-6.131999999999998,16.23,0.1081,0.10962838570023074
-6.126999999999999,16.235,0.1084,0.10706504469458988
-6.122,16.24,0.1087,0.11008872477330431
-6.116999999999997,16.245,0.109,0.10755367528665719
-6.111999999999998,16.25,0.1093,0.11057131981986854
-6.106999999999999,16.255,0.1096,0.11162000519565425
-6.101999999999997,16.26,0.1098,0.10860146534282702
-6.096999999999998,16.265,0.1101,0.1120058875914906
-6.091999999999999,16.27,0.1104,0.11042122407166192
-6.087,16.275,0.1107,0.11063013727229876
-6.081999999999997,16.28,0.111,0.10827037584738716
-6.076999999999998,16.285,0.1112,0.11073758262916478
-6.071999999999999,16.29,0.1115,0.1100979053395315
-6.066999999999997,16.295,0.1118,0.1099428562526218
-6.061999999999998,16.3,0.112,0.11144779086784025
-6.056999999999999,16.305,0.1123,0.11426702433617973
-6.052,16.31,0.1126,0.10965621456915901
-6.046999999999997,16.315,0.1128,0.11320842912592094
-6.041999999999998,16.32,0.1131,0.11013179756022884
-6.036999999999999,16.325,0.1133,0.11590943768971056
-6.032,16.33,0.1136,0.11438564014068248
-6.0269999999999975,16.335,0.1138,0.11596943958453432
-6.0219999999999985,16.34,0.1141,0.1118295239828342
-6.0169999999999995,16.345,0.1143,0.11611777460409616
-6.011999999999997,16.35,0.1146,0.11322891339428716
-6.006999999999998,16.355,0.1148,0.1168278420198401
-6.001999999999999,16.36,0.1151,0.11841147532858332
-5.997,16.365,0.1153,0.11872530000022326
-5.991999999999997,16.37,0.1156,0.11436936882655131
-5.986999999999998,16.375,0.1158,0.11517255413790595
-5.981999999999999,16.38,0.1161,0.11606562463653738
-5.976999999999997,16.385,0.1163,0.11307791514429075
-5.971999999999998,16.39,0.1166,0.11752383857758449
-5.966999999999999,16.395,0.1168,0.11896992767418636
-5.962,16.4,0.1171,0.11868401422669615
-5.956999999999997,16.405,0.1174,0.11760499273295603
-5.951999999999998,16.41,0.1176,0.1192577657151666
-5.946999999999999,16.415,0.1179,0.11596368278072719
-5.941999999999997,16.42,0.1182,0.1160058333353248
-5.936999999999998,16.425,0.1184,0.11611976896095619
-5.931999999999999,16.43,0.1187,0.12034001434942848
-5.927,16.435,0.119,0.1213307931854856
-5.921999999999997,16.44,0.1193,0.11914341385869234
-5.916999999999998,16.445,0.1196,0.11837547757850589
-5.911999999999999,16.45,0.1199,0.12157712210660836
-5.907,16.455,0.1202,0.12022518731997509
-5.9019999999999975,16.46,0.1205,0.12122810981557429
-5.8969999999999985,16.465,0.1208,0.12335102989281788
-5.8919999999999995,16.47,0.1211,0.11799275549901025
-5.886999999999997,16.475,0.1214,0.12006052419998357
-5.881999999999998,16.48,0.1218,0.12152299069637054
-5.876999999999999,16.485,0.1221,0.12542852035923263
-5.872,16.49,0.1224,0.119087326201064
-5.866999999999997,16.495,0.1228,0.1257669645169309
-5.861999999999998,16.5,0.1231,0.12442865105021288
-5.856999999999999,16.505,0.1235,0.12299859530742145
-5.851999999999997,16.51,0.1238,0.1235538554853131
-5.846999999999998,16.515,0.1242,0.1257343384298088
-5.841999999999999,16.52,0.1246,0.12301753052478681
-5.837,16.525,0.1249,0.124791654105566
-5.831999999999997,16.53,0.1253,0.12463948480355466
-5.826999999999998,16.535,0.1257,0.1255030121987354
-5.821999999999999,16.54,0.1261,0.12945726954069062
-5.816999999999997,16.545,0.1264,0.1282263056197477
-5.811999999999998,16.55,0.1268,0.12941907695843524
-5.806999999999999,16.555,0.1272,0.1301930936181913
-5.802,16.56,0.1276,0.12399325820077724
-5.796999999999997,16.565,0.128,0.12937306975061616
-5.791999999999998,16.57,0.1284,0.12905532048355775
-5.786999999999999,16.575,0.1288,0.1279528749206591
-5.782,16.58,0.1292,0.12994157225229874
-5.7769999999999975,16.585,0.1296,0.12633978225688974
-5.7719999999999985,16.59,0.13,0.13253474251449573
-5.7669999999999995,16.595,0.1304,0.13197704125932982
-5.761999999999997,16.6,0.1308,0.1308174616013234
-5.756999999999998,16.605,0.1312,0.13305121626206898
-5.751999999999999,16.61,0.1315,0.13357900370351358
-5.747,16.615,0.1319,0.12947524266894664
-5.741999999999997,16.62,0.1323,0.12838878071743895
-5.736999999999998,16.625,0.1327,0.13030324452264636
-5.731999999999999,16.63,0.1331,0.1298057531677104
-5.726999999999997,16.635,0.1335,0.13012029612365797
-5.721999999999998,16.64,0.1338,0.13588799281423813
-5.716999999999999,16.645,0.1342,0.1332260617952557
-5.712,16.65,0.1346,0.1335267971827881
-5.706999999999997,16.655,0.1349,0.13438208108552227
-5.701999999999998,16.66,0.1353,0.136608617554978
-5.696999999999999,16.665,0.1356,0.13483315370771295
-5.691999999999997,16.67,0.136,0.13722363909060808
-5.686999999999998,16.675,0.1363,0.1360588892111542
-5.681999999999999,16.68,0.1367,0.13436876248810256
-5.677,16.685,0.137,0.13790762608397358
-5.671999999999997,16.69,0.1374,0.13600602226089853
-5.666999999999998,16.695,0.1377,0.13654863666875716
-5.661999999999999,16.7,0.138,0.13944653299790571
-5.657,16.705,0.1384,0.14072178277172656
-5.6519999999999975,16.71,0.1387,0.13816256566964305
-5.6469999999999985,16.715,0.139,0.13596879626806194
-5.6419999999999995,16.72,0.1393,0.14057495733261807
-5.636999999999997,16.725,0.1396,0.14301572592851391
-5.631999999999998,16.73,0.14,0.13692729318549848
-5.626999999999999,16.735,0.1403,0.14334157709256082
-5.622,16.74,0.1406,0.13685570884412138
-5.616999999999997,16.745,0.1409,0.14481083972425188
-5.611999999999998,16.75,0.1412,0.14210796648360577
-5.606999999999999,16.755,0.1415,0.14342465078357539
-5.601999999999997,16.76,0.1418,0.1399014142059153
-5.596999999999998,16.765,0.1421,0.1430030580204363
-5.591999999999999,16.77,0.1425,0.1400631758203644
-5.587,16.775,0.1428,0.14547793843028528
-5.581999999999997,16.78,0.1431,0.1432608319219342
-5.576999999999998,16.785,0.1434,0.1417816456507146
-5.571999999999999,16.79,0.1437,0.145160780112629
-5.566999999999997,16.795,0.1441,0.14088766991452453
-5.561999999999998,16.8,0.1444,0.14574355473239806
-5.556999999999999,16.805,0.1447,0.14716498599132394
-5.552,16.81,0.1451,0.14536090392844522
-5.546999999999997,16.815,0.1454,0.14339756371533796
-5.541999999999998,16.82,0.1457,0.14228463459339633
-5.536999999999999,16.825,0.1461,0.14419851248242915
-5.532,16.83,0.1465,0.14736429391910344
-5.5269999999999975,16.835,0.1468,0.14427301356716657
-5.5219999999999985,16.84,0.1472,0.14844818350083344
-5.5169999999999995,16.845,0.1476,0.14963262318462756
-5.511999999999997,16.85,0.148,0.15075139848321287
-5.506999999999998,16.855,0.1484,0.152328841721783
-5.501999999999999,16.86,0.1488,0.14989223854215797
-5.497,16.865,0.1492,0.1458352310325413
-5.491999999999997,16.87,0.1496,0.15060192544280293
-5.486999999999998,16.875,0.15,0.14956003857840064
-5.481999999999999,16.88,0.1505,0.14853318359728654
-5.476999999999997,16.885,0.1509,0.14775633720199768
-5.471999999999998,16.89,0.1513,0.14728963104870685
-5.466999999999999,16.895,0.1518,0.15625288578383878
-5.462,16.9,0.1523,0.1496416398081683
-5.456999999999997,16.905,0.1527,0.15030085300172322
-5.451999999999998,16.91,0.1532,0.15105516431778823
-5.446999999999999,16.915,0.1537,0.15257198028026017
-5.441999999999997,16.92,0.1542,0.15303265759675555
-5.436999999999998,16.925,0.1547,0.15538759623867868
-5.431999999999999,16.93,0.1552,0.154877971234424
-5.427,16.935,0.1557,0.156639094898449
-5.421999999999997,16.94,0.1562,0.15276868339722027
-5.416999999999998,16.945,0.1567,0.16029741682024992
-5.411999999999999,16.95,0.1573,0.15480673119808208
-5.407,16.955,0.1578,0.16187262385145615
-5.4019999999999975,16.96,0.1583,0.15919019836535503
-5.3969999999999985,16.965,0.1589,0.16318262333644334
-5.3919999999999995,16.97,0.1594,0.15945887410800957
-5.386999999999997,16.975,0.16,0.16044998975870847
-5.381999999999998,16.98,0.1605,0.16221474267348326
-5.376999999999999,16.985,0.1611,0.15953076223030074
-5.372,16.99,0.1616,0.1612291940864107
-5.366999999999997,16.995,0.1622,0.16650126698752207
-5.361999999999998,17.0,0.1628,0.1643792512555732
-5.356999999999999,17.005,0.1633,0.16034686159745223
-5.351999999999997,17.01,0.1639,0.16235524978878352
-5.346999999999998,17.015,0.1644,0.16560821265136982
-5.341999999999999,17.02,0.165,0.16182989314835844
-5.337,17.025,0.1655,0.16166180320696577
-5.331999999999997,17.03,0.1661,0.16450097793384233
-5.326999999999998,17.035,0.1666,0.16756607420049638
-5.321999999999999,17.04,0.1672,0.17148024405377996
-5.316999999999997,17.045,0.1677,0.1633648380100046
-5.311999999999998,17.05,0.1683,0.1671328286478767
-5.306999999999999,17.055,0.1688,0.16642235811735254
-5.302,17.06,0.1694,0.16779389407005604
-5.296999999999997,17.065,0.1699,0.169966691104545
-5.291999999999998,17.07,0.1704,0.1694177602144385
-5.286999999999999,17.075,0.171,0.17179108648966546
-5.282,17.08,0.1715,0.17383782979037044
-5.2769999999999975,17.085,0.172,0.17141570792246688
-5.2719999999999985,17.09,0.1725,0.16897495345506158
-5.2669999999999995,17.095,0.173,0.17502774226591322
-5.261999999999997,17.1,0.1736,0.1743465519034971
-5.256999999999998,17.105,0.1741,0.17667552848690873
-5.251999999999999,17.11,0.1746,0.16982509493811543
-5.247,17.115,0.1751,0.17050437870787855
-5.241999999999997,17.12,0.1756,0.17652526691916504
-5.236999999999998,17.125,0.1761,0.17418769122452876
-5.231999999999999,17.13,0.1766,0.17942394938930228
-5.226999999999997,17.135,0.1771,0.1792513212705048
-5.221999999999998,17.14,0.1775,0.17597999824680735
-5.216999999999999,17.145,0.178,0.18316220439723768
-5.212,17.15,0.1785,0.17823287369432927
-5.206999999999997,17.155,0.179,0.17984290520360524
-5.201999999999998,17.16,0.1795,0.17590835082526213
-5.196999999999999,17.165,0.18,0.1837363233198082
-5.191999999999997,17.17,0.1805,0.18125776242308894
-5.186999999999998,17.175,0.181,0.1836464048261107
-5.181999999999999,17.18,0.1815,0.18093749358433178
-5.177,17.185,0.182,0.18160209242618897
-5.171999999999997,17.19,0.1825,0.18307011133100642
-5.166999999999998,17.195,0.183,0.1857024920571156
-5.161999999999999,17.2,0.1835,0.18149150727330327
-5.157,17.205,0.184,0.18463091160639564
-5.1519999999999975,17.21,0.1845,0.18013307084909033
-5.1469999999999985,17.215,0.1851,0.18298208674895886
-5.1419999999999995,17.22,0.1856,0.18390178037920626
-5.136999999999997,17.225,0.1861,0.18241856530102724
-5.131999999999998,17.23,0.1867,0.18145808426504775
-5.126999999999999,17.235,0.1873,0.1926431880175773
-5.122,17.24,0.1878,0.18677538506743713
-5.116999999999997,17.245,0.1884,0.18616029986549604
-5.111999999999998,17.25,0.189,0.18542481984395545
-5.106999999999999,17.255,0.1896,0.19527664062253944
-5.101999999999997,17.26,0.1902,0.1877563853507005
-5.096999999999998,17.265,0.1908,0.18899377217807967
-5.091999999999999,17.27,0.1915,0.19572593817206216
-5.087,17.275,0.1921,0.1899990982344757
-5.081999999999997,17.28,0.1928,0.1909890248154467
-5.076999999999998,17.285,0.1934,0.18940924012938176
-5.071999999999999,17.29,0.1941,0.18931971756246183
-5.066999999999997,17.295,0.1948,0.19938635232941784
-5.061999999999998,17.3,0.1956,0.19595005421757883
-5.056999999999999,17.305,0.1963,0.20053043895382097
-5.052,17.31,0.197,0.20111296901219175
-5.046999999999997,17.315,0.1978,0.19187816686997133
-5.041999999999998,17.32,0.1986,0.1969841888878188
-5.036999999999999,17.325,0.1994,0.19886881943524579
-5.032,17.33,0.2002,0.19950553156415826
-5.0269999999999975,17.335,0.201,0.2066039874871454
-5.0219999999999985,17.34,0.2018,0.2073738840478568
-5.0169999999999995,17.345,0.2027,0.2014253168520866
-5.011999999999997,17.35,0.2035,0.20468386138241593
-5.006999999999998,17.355,0.2044,0.20960025864621226
-5.001999999999999,17.36,0.2053,0.20499949756755645
-4.997,17.365,0.2062,0.2013507051896271
-4.991999999999997,17.37,0.2071,0.2118035509381611
-4.986999999999998,17.375,0.208,0.20185975575339607
-4.981999999999999,17.38,0.209,0.21203271446170224
-4.976999999999997,17.385,0.2099,0.20517966279895455
-4.971999999999998,17.39,0.2109,0.21467968511203034
-4.966999999999999,17.395,0.2119,0.20615382213900663
-4.962,17.4,0.2129,0.2065533464105758
-4.956999999999997,17.405,0.2139,0.2135411743591994
-4.951999999999998,17.41,0.2149,0.21946249531560538
-4.946999999999999,17.415,0.2159,0.21027355949744045
-4.941999999999997,17.42,0.217,0.2203645036496018
-4.936999999999998,17.425,0.218,0.2124835621480871
-4.931999999999999,17.43,0.2191,0.22116737202902148
-4.927,17.435,0.2202,0.21876942828205864
-4.921999999999997,17.44,0.2213,0.22159338490255176
-4.916999999999998,17.445,0.2223,0.22319876199531014
-4.911999999999999,17.45,0.2234,0.22215076095345734
-4.907,17.455,0.2246,0.22484173006663863
-4.9019999999999975,17.46,0.2257,0.22648966401351778
-4.8969999999999985,17.465,0.2268,0.22945093494608007
-4.8919999999999995,17.47,0.228,0.22492657409014943
-4.886999999999997,17.475,0.2291,0.23091223994751633
-4.881999999999998,17.48,0.2303,0.22656632273301608
-4.876999999999999,17.485,0.2314,0.225656671911478
-4.872,17.49,0.2326,0.23770226265418945
-4.866999999999997,17.495,0.2338,0.23593552192393352
-4.861999999999998,17.5,0.235,0.23776397887104245
-4.856999999999999,17.505,0.2362,0.23799077098217875
-4.851999999999997,17.51,0.2375,0.23524047441425924
-4.846999999999998,17.515,0.2387,0.23767231588627888
-4.841999999999999,17.52,0.24,0.24045170791887413
-4.837,17.525,0.2412,0.23938682915912982
-4.831999999999997,17.53,0.2425,0.24641929269403412
-4.826999999999998,17.535,0.2438,0.2472811620176868
-4.821999999999999,17.54,0.2451,0.2414995146487097
-4.816999999999997,17.545,0.2465,0.24932514819286014
-4.811999999999998,17.55,0.2478,0.24853601041365478
-4.806999999999999,17.555,0.2492,0.24374194416851505
-4.802,17.56,0.2506,0.25026267048626377
-4.796999999999997,17.565,0.252,0.2588327975232804
-4.791999999999998,17.57,0.2534,0.24605312149917383
-4.786999999999999,17.575,0.2549,0.26028865043517735
-4.782,17.58,0.2564,0.2558578046690185
-4.7769999999999975,17.585,0.2579,0.26519068129020307
-4.7719999999999985,17.59,0.2594,0.2662771963367388
-4.7669999999999995,17.595,0.261,0.2600000715038838
-4.761999999999997,17.6,0.2626,0.25719538456021784
-4.756999999999998,17.605,0.2642,0.2587119013906013
-4.751999999999999,17.61,0.2659,0.2710042850782253
-4.747,17.615,0.2676,0.2755147190092107
-4.741999999999997,17.62,0.2694,0.276678231617509
-4.736999999999998,17.625,0.2712,0.26988433585259897
-4.731999999999999,17.63,0.273,0.27045861773759416
-4.726999999999997,17.635,0.2749,0.28281980174345067
-4.721999999999998,17.64,0.2768,0.2756163708295166
-4.716999999999999,17.645,0.2788,0.2859573752839508
-4.712,17.65,0.2808,0.28371460109972196
-4.706999999999997,17.655,0.2829,0.27605602169433757
-4.701999999999998,17.66,0.285,0.28748206399413373
-4.696999999999999,17.665,0.2872,0.29371197653217873
-4.691999999999997,17.67,0.2895,0.2970276913633938
-4.686999999999998,17.675,0.2918,0.28393594508688774
-4.681999999999999,17.68,0.2941,0.2855119672920257
-4.677,17.685,0.2965,0.30006979549936946
-4.671999999999997,17.69,0.299,0.3070878310362751
-4.666999999999998,17.695,0.3016,0.2946226647157029
-4.661999999999999,17.7,0.3042,0.30882210379032937
-4.657,17.705,0.3068,0.3084317152660973
-4.6519999999999975,17.71,0.3096,0.31173166624570925
-4.6469999999999985,17.715,0.3124,0.31913181481164643
-4.6419999999999995,17.72,0.3153,0.319964740115887
-4.636999999999997,17.725,0.3182,0.32107997271965555
-4.631999999999998,17.73,0.3212,0.31858357406439375
-4.626999999999999,17.735,0.3243,0.3205732754660622
-4.622,17.74,0.3275,0.3335365995261748
-4.616999999999997,17.745,0.3307,0.3294666604801379
-4.611999999999998,17.75,0.334,0.33900206608318695
-4.606999999999999,17.755,0.3374,0.331904658480961
-4.601999999999997,17.76,0.3408,0.33231888462929987
-4.596999999999998,17.765,0.3443,0.35073825423697497
-4.591999999999999,17.77,0.3479,0.34080595254278634
-4.587,17.775,0.3515,0.3538169953757598
-4.581999999999997,17.78,0.3552,0.3599829549042001
-4.576999999999998,17.785,0.359,0.36270009711856327
-4.571999999999999,17.79,0.3629,0.35688503246382725
-4.566999999999997,17.795,0.3668,0.3608500367309813
-4.561999999999998,17.8,0.3707,0.37113335274159487
-4.556999999999999,17.805,0.3747,0.3655822441798192
-4.552,17.81,0.3788,0.38175411439397383
-4.546999999999997,17.815,0.383,0.3718000447346285
-4.541999999999998,17.82,0.3871,0.3971792027075601
-4.536999999999999,17.825,0.3914,0.39843558422368125
-4.532,17.83,0.3957,0.4074092241642044
-4.5269999999999975,17.835,0.4,0.391926317454463
-4.5219999999999985,17.84,0.4044,0.4156557245999121
-4.5169999999999995,17.845,0.4088,0.4110338982671733
-4.511999999999997,17.85,0.4133,0.4054044297449526
-4.506999999999998,17.855,0.4178,0.4120671049346362
-4.501999999999999,17.86,0.4223,0.41218577701523545
-4.497,17.865,0.4268,0.42739027985402195
-4.491999999999997,17.87,0.4314,0.43692776881252904
-4.486999999999998,17.875,0.436,0.4260318814287779
-4.481999999999999,17.88,0.4406,0.42988364888444724
-4.476999999999997,17.885,0.4453,0.45662226618080737
-4.471999999999998,17.89,0.4499,0.4590653515719346
-4.466999999999999,17.895,0.4545,0.44372974629645273
-4.462,17.9,0.4592,0.4728946264538266
-4.456999999999997,17.905,0.4639,0.47306370912637635
-4.451999999999998,17.91,0.4685,0.4653302850169609
-4.446999999999999,17.915,0.4731,0.4761172755881613
-4.441999999999997,17.92,0.4778,0.4818366255735051
-4.436999999999998,17.925,0.4824,0.4860499328556482
-4.431999999999999,17.93,0.487,0.48194238852324117
-4.427,17.935,0.4916,0.4994710720099764
-4.421999999999997,17.94,0.4961,0.48657974919341657
-4.416999999999998,17.945,0.5007,0.491553533040942
-4.411999999999999,17.95,0.5051,0.5166697737551574
-4.407,17.955,0.5096,0.5152445161693118
-4.4019999999999975,17.96,0.514,0.5054106026928599
-4.3969999999999985,17.965,0.5184,0.5054480704139769
-4.3919999999999995,17.97,0.5227,0.5233965679195784
-4.386999999999997,17.975,0.527,0.5119574915766718
-4.381999999999998,17.98,0.5312,0.5280065234287455
-4.376999999999999,17.985,0.5354,0.5196338512418787
-4.372,17.99,0.5395,0.5299645727409702
-4.366999999999997,17.995,0.5435,0.5365627757281561
-4.361999999999998,18.0,0.5475,0.5451110759066241
-4.356999999999999,18.005,0.5514,0.5576906603509412
-4.351999999999997,18.01,0.5553,0.5516918565995725
-4.346999999999998,18.015,0.5591,0.5638985858078076
-4.341999999999999,18.02,0.5628,0.5705484077457403
-4.337,18.025,0.5664,0.580051336133624
-4.331999999999997,18.03,0.57,0.5572706435862907
-4.326999999999998,18.035,0.5734,0.5634026667879732
-4.321999999999999,18.04,0.5768,0.5724787526303216
-4.316999999999997,18.045,0.5802,0.5790859460801566
-4.311999999999998,18.05,0.5834,0.5981887383464314
-4.306999999999999,18.055,0.5865,0.5942465314681736
-4.302,18.06,0.5896,0.5963029341178496
-4.296999999999997,18.065,0.5926,0.5804212256597123
-4.291999999999998,18.07,0.5955,0.5807088200107697
-4.286999999999999,18.075,0.5983,0.6107272068894195
-4.282,18.08,0.601,0.5887969418853517
-4.2769999999999975,18.085,0.6037,0.5862692983198619
-4.2719999999999985,18.09,0.6062,0.5923723781425296
-4.2669999999999995,18.095,0.6087,0.6184492616367805
-4.261999999999997,18.1,0.6111,0.6238408476677829
-4.256999999999998,18.105,0.6134,0.613145457193816
-4.251999999999999,18.11,0.6156,0.6213618962020739
-4.247,18.115,0.6177,0.6297362264121641
-4.241999999999997,18.12,0.6198,0.6184907931700967
-4.236999999999998,18.125,0.6218,0.6147377549786934
-4.231999999999999,18.13,0.6236,0.6135456148354533
-4.226999999999997,18.135,0.6255,0.6284785679288576
-4.221999999999998,18.14,0.6272,0.6180935322821473
-4.216999999999999,18.145,0.6288,0.6308217560435185
-4.212,18.15,0.6304,0.6152190184777495
-4.206999999999997,18.155,0.6319,0.6427491773791549
-4.201999999999998,18.16,0.6333,0.6252367618306841
-4.196999999999999,18.165,0.6347,0.6352582100138447
-4.191999999999997,18.17,0.636,0.6516782474610567
-4.186999999999998,18.175,0.6372,0.6539199670736406
-4.181999999999999,18.18,0.6384,0.6556237038906105
-4.177,18.185,0.6395,0.6528162345449562
-4.171999999999997,18.19,0.6405,0.6512896238790777
-4.166999999999998,18.195,0.6415,0.6557002370940163
-4.161999999999999,18.2,0.6424,0.6521959983073743
-4.157,18.205,0.6432,0.6564989025386175
-4.1519999999999975,18.21,0.644,0.6310356161142124
-4.1469999999999985,18.215,0.6448,0.6308371239431471
-4.1419999999999995,18.22,0.6455,0.6292977926023743
-4.136999999999997,18.225,0.6462,0.6459055339243492
-4.131999999999998,18.23,0.6468,0.6358511997059948
-4.126999999999999,18.235,0.6473,0.6549943090291548
-4.122,18.24,0.6479,0.6638403504588741
-4.116999999999997,18.245,0.6484,0.6314414758803574
-4.111999999999998,18.25,0.6488,0.6620799122334637
-4.106999999999999,18.255,0.6493,0.6681036221185461
-4.101999999999997,18.26,0.6496,0.6614936641451575
-4.096999999999998,18.265,0.65,0.6519502653615635
-4.091999999999999,18.27,0.6503,0.6394324716763663
-4.087,18.275,0.6507,0.6541743308829839
-4.081999999999997,18.28,0.6509,0.6540595958761066
-4.076999999999998,18.285,0.6512,0.6556257887444067
-4.071999999999999,18.29,0.6515,0.6543166713901128
-4.066999999999997,18.295,0.6517,0.6389427693771158
-4.061999999999998,18.3,0.6519,0.6573842222757798
-4.056999999999999,18.305,0.6521,0.6570673960221158
-4.052,18.31,0.6523,0.6571793781626547
-4.046999999999997,18.315,0.6525,0.6389556091764403
-4.041999999999998,18.32,0.6527,0.6491927455191233
-4.036999999999999,18.325,0.6528,0.6415314302921754
-4.032,18.33,0.653,0.6456549150678015
-4.0269999999999975,18.335,0.6532,0.6371706277103829
-4.0219999999999985,18.34,0.6533,0.6442983950363907
-4.0169999999999995,18.345,0.6535,0.6487478631080645
-4.011999999999997,18.35,0.6537,0.6707824528351051
-4.006999999999998,18.355,0.6538,0.6379279665006271
-4.001999999999999,18.36,0.654,0.6474601904182438
-3.997,18.365,0.6542,0.6730388092590929
-3.9919999999999973,18.37,0.6544,0.6727153029096238
-3.9869999999999983,18.375,0.6546,0.6701648973017651
-3.9819999999999993,18.38,0.6548,0.6601521077074638
-3.9769999999999968,18.385,0.6551,0.6684505510040429
-3.9719999999999978,18.39,0.6553,0.6612372836584829
-3.9669999999999987,18.395,0.6556,0.6689017002883588
-3.9619999999999997,18.4,0.6559,0.6740121878408271
-3.956999999999997,18.405,0.6562,0.6725772979256894
-3.951999999999998,18.41,0.6566,0.6372990726146254
-3.946999999999999,18.415,0.6569,0.6493419387203672
-3.9419999999999966,18.42,0.6573,0.6504090491645098
-3.9369999999999976,18.425,0.6577,0.6672099533378797
-3.9319999999999986,18.43,0.6581,0.6686783027389673
-3.9269999999999996,18.435,0.6586,0.6533790017436537
-3.921999999999997,18.44,0.6591,0.6781857579620001
-3.916999999999998,18.445,0.6596,0.6768481823304126
-3.911999999999999,18.45,0.6602,0.6749545573017556
-3.907,18.455,0.6608,0.6507756097292031
-3.9019999999999975,18.46,0.6614,0.6786953965120618
-3.8969999999999985,18.465,0.6621,0.6672831049330294
-3.8919999999999995,18.47,0.6628,0.6591613406438094
-3.886999999999997,18.475,0.6635,0.6582620540557022
-3.881999999999998,18.48,0.6643,0.6496847832474881
-3.876999999999999,18.485,0.6651,0.6759104695484404
-3.872,18.49,0.6659,0.659287410656428
-3.8669999999999973,18.495,0.6668,0.6572908741965244
-3.8619999999999983,18.5,0.6678,0.6765902089751313
-3.8569999999999993,18.505,0.6687,0.6678271373481857
-3.8519999999999968,18.51,0.6698,0.6773555636797054
-3.8469999999999978,18.515,0.6708,0.6757558850050792
-3.8419999999999987,18.52,0.6719,0.6762113719661899
-3.8369999999999997,18.525,0.673,0.6535829193615874
-3.831999999999997,18.53,0.6742,0.6835575487307513
-3.826999999999998,18.535,0.6754,0.6690428521155426
-3.821999999999999,18.54,0.6767,0.6658295715408862
-3.8169999999999966,18.545,0.678,0.6896347596082021
-3.8119999999999976,18.55,0.6794,0.680941498051202
-3.8069999999999986,18.555,0.6807,0.6918322399691149
-3.8019999999999996,18.56,0.6822,0.6930177000322166
-3.796999999999997,18.565,0.6836,0.6645022540282883
-3.791999999999998,18.57,0.6851,0.688137866454379
-3.786999999999999,18.575,0.6867,0.6780633314142942
-3.782,18.58,0.6883,0.6764817728477777
-3.7769999999999975,18.585,0.6899,0.685490333332961
-3.7719999999999985,18.59,0.6915,0.7045180262174995
-3.7669999999999995,18.595,0.6932,0.6926800101006679
-3.761999999999997,18.6,0.6949,0.6911699373981244
-3.756999999999998,18.605,0.6967,0.7121906832853759
-3.751999999999999,18.61,0.6985,0.6785553499085087
-3.747,18.615,0.7003,0.6990286470389022
-3.7419999999999973,18.62,0.7021,0.71329746380536
-3.7369999999999983,18.625,0.704,0.70423001060256
-3.7319999999999993,18.63,0.7059,0.6986877250336727
-3.7269999999999968,18.635,0.7078,0.6971929245475024
-3.7219999999999978,18.64,0.7097,0.6903784706693119
-3.7169999999999987,18.645,0.7117,0.7252477194504595
-3.7119999999999997,18.65,0.7136,0.7134264201402293
-3.706999999999997,18.655,0.7156,0.6963516845707204
-3.701999999999998,18.66,0.7176,0.7129931416548541
-3.696999999999999,18.665,0.7196,0.7260743766363768
-3.6919999999999966,18.67,0.7216,0.7318911542770776
-3.6869999999999976,18.675,0.7236,0.7331768002292199
-3.6819999999999986,18.68,0.7257,0.7465219508547278
-3.6769999999999996,18.685,0.7277,0.7380109601460525
-3.671999999999997,18.69,0.7297,0.7095737633721343
-3.666999999999998,18.695,0.7317,0.71312604426341
-3.661999999999999,18.7,0.7338,0.7520263583767316
-3.657,18.705,0.7358,0.7561811506111709
-3.6519999999999975,18.71,0.7378,0.7538928707599303
-3.6469999999999985,18.715,0.7398,0.754809965404626
-3.6419999999999995,18.72,0.7419,0.7562422324783662
-3.636999999999997,18.725,0.7438,0.7497031197852672
-3.631999999999998,18.73,0.7458,0.7291869356554257
-3.626999999999999,18.735,0.7478,0.7611250820169116
-3.622,18.74,0.7498,0.7411589704926712
-3.6169999999999973,18.745,0.7517,0.7300687742799704
-3.6119999999999983,18.75,0.7537,0.765064398245767
-3.6069999999999993,18.755,0.7556,0.7429208414700209
-3.6019999999999968,18.76,0.7575,0.7392070954863665
-3.5969999999999978,18.765,0.7594,0.7766667703927067
-3.5919999999999987,18.77,0.7613,0.75887402740949
-3.5869999999999997,18.775,0.7631,0.7637788892401045
-3.581999999999997,18.78,0.765,0.7530318099604492
-3.576999999999998,18.785,0.7668,0.7649055698239405
-3.571999999999999,18.79,0.7686,0.7548495248115279
-3.5669999999999966,18.795,0.7704,0.7545553896213167
-3.5619999999999976,18.8,0.7721,0.7896428802598668
-3.5569999999999986,18.805,0.7739,0.7681910337367214
-3.5519999999999996,18.81,0.7756,0.7935238537543942
-3.546999999999997,18.815,0.7773,0.7736031475339596
-3.541999999999998,18.82,0.779,0.7849977562889331
-3.536999999999999,18.825,0.7807,0.7737641329478175
-3.532,18.83,0.7824,0.7884992483052198
-3.5269999999999975,18.835,0.7841,0.7620207604981736
