E_minus_EF_eV,energia_meV,DOS_electronica
9.678,9678.0,0.5569600781014685
9.727999999999998,9727.999999999998,0.5546691660695913
9.778,9778.0,0.5543594599005777
9.828,9828.0,0.5595854299798555
9.878,9878.0,0.5621278237636235
9.928,9928.0,0.5673719992142037
9.977999999999998,9977.999999999998,0.5736332689456887
10.028,10028.0,0.5770165182562116
10.078,10078.0,0.5721150488126971
10.128,10128.0,0.5687437615432193
10.178,10178.0,0.5608695591072161
10.227999999999998,10227.999999999998,0.5501757757740281
10.278,10278.0,0.5468214655329432
10.328,10328.0,0.5474592855269482
10.378,10378.0,0.5541353093714482
10.428,10428.0,0.5656850540686138
10.477999999999998,10477.999999999998,0.5815804824493379
10.528,10528.0,0.5894139084666759
10.578,10578.0,0.5934765364798104
10.628,10628.0,0.5989638466218485
10.678,10678.0,0.5933258174038508
10.727999999999998,10727.999999999998,0.5819983538358691
10.778,10778.0,0.5787955009081704
10.828,10828.0,0.5794734561718747
10.878,10878.0,0.5856826104113947
10.928,10928.0,0.5979032779830729
10.977999999999998,10977.999999999998,0.6100107146401059
11.028,11028.0,0.6257072051654361
11.078,11078.0,0.6310883569841773
11.128,11128.0,0.628619180661218
11.178,11178.0,0.6267094194277097
11.227999999999998,11227.999999999998,0.6206438026944295
11.278,11278.0,0.6221463736921854
11.328,11328.0,0.6351667541969667
11.378,11378.0,0.6523159721519827
11.428,11428.0,0.6754969769415098
11.477999999999998,11477.999999999998,0.6955266125802327
11.528,11528.0,0.7110135293712297
11.578,11578.0,0.7195967526863278
11.628,11628.0,0.7196688216190723
11.678,11678.0,0.7092498151467422
11.727999999999998,11727.999999999998,0.6906287626248218
11.778,11778.0,0.6755824286642398
11.828,11828.0,0.6589966116418674
11.878,11878.0,0.6440004628036571
11.928,11928.0,0.6373902814418968
11.977999999999998,11977.999999999998,0.628800439097621
12.028,12028.0,0.6298244079012764
12.078,12078.0,0.6264209293051843
12.128,12128.0,0.634760974943893
12.178,12178.0,0.6455901949595965
12.227999999999998,12227.999999999998,0.6591028123173827
12.278,12278.0,0.677986115663715
12.328,12328.0,0.6915314271959883
12.378,12378.0,0.6935690704801886
12.428,12428.0,0.6979193599577078
12.477999999999998,12477.999999999998,0.6826219803252336
12.528,12528.0,0.6711252649511444
12.578,12578.0,0.6547207060521321
12.628,12628.0,0.6385373279160742
12.678,12678.0,0.6350827366321407
12.727999999999998,12727.999999999998,0.6295245946397205
12.778,12778.0,0.6291256997246513
12.828,12828.0,0.6326732659119073
12.878,12878.0,0.6303151949717948
12.928,12928.0,0.6329177127458454
12.977999999999998,12977.999999999998,0.6306265441038409
13.028,13028.0,0.6325087280782734
13.078,13078.0,0.6244844512999843
13.128,13128.0,0.6238119664812202
13.178,13178.0,0.6168124869490433
13.227999999999998,13227.999999999998,0.6027141979978174
13.278,13278.0,0.5896294981278504
13.328,13328.0,0.5772327069193176
13.378,13378.0,0.5642003196714264
13.428,13428.0,0.5580326359046733
13.477999999999998,13477.999999999998,0.5594696769186113
13.528,13528.0,0.5723006874720525
13.578,13578.0,0.5917915355114673
13.628,13628.0,0.6223557596446436
13.678,13678.0,0.6447216753463569
13.727999999999998,13727.999999999998,0.6703637060217604
13.778,13778.0,0.6793978172196313
13.828,13828.0,0.6680512578329176
13.878,13878.0,0.6560749433583001
13.928,13928.0,0.6316760454975666
13.977999999999998,13977.999999999998,0.6019153577438555
14.028,14028.0,0.5850258249664959
14.078,14078.0,0.5705621061057999
14.128,14128.0,0.561010881263532
14.178,14178.0,0.5592941815661112
14.227999999999998,14227.999999999998,0.567863067162309
14.278,14278.0,0.5701397282124583
14.328,14328.0,0.5810768020260085
14.378,14378.0,0.5901056989076119
14.428,14428.0,0.601623539072683
14.477999999999998,14477.999999999998,0.6213229390436736
14.528,14528.0,0.6362575149170323
14.578,14578.0,0.6500987757923424
14.628,14628.0,0.669396020637491
14.678,14678.0,0.6828397651534297
14.727999999999998,14727.999999999998,0.6950829344934548
14.778,14778.0,0.7005502498960671
14.828,14828.0,0.6942841541020198
14.878,14878.0,0.6808174441394771
14.928,14928.0,0.6637592354577658
14.977999999999998,14977.999999999998,0.6414446246468651
15.028,15028.0,0.6157462629404262
15.078,15078.0,0.5985368672998944
15.128,15128.0,0.5913836346401431
15.178,15178.0,0.5849862793327743
15.227999999999998,15227.999999999998,0.588647362815071
15.278,15278.0,0.5848640872581412
15.328,15328.0,0.582816573690516
15.378,15378.0,0.5703530543856014
15.428,15428.0,0.5545063238856707
15.477999999999998,15477.999999999998,0.5281610536094262
15.528,15528.0,0.4994332013909329
15.578,15578.0,0.4729671860441948
15.628,15628.0,0.4583941263302156
15.678,15678.0,0.4476988039591877
15.727999999999998,15727.999999999998,0.4465676232097437
15.778,15778.0,0.4442145823304457
15.828,15828.0,0.4437158299036618
15.878,15878.0,0.4346371322082248
15.928,15928.0,0.422047423498776
15.977999999999998,15977.999999999998,0.4069255595412971
16.028,16027.999999999998,0.3804778416472959
