frecuencia_THz,energia_meV,alpha2F
0.0029870777754242,0.01235356107321,1.2687855020543311e-09
0.0089612991231113,0.03706095533349,3.430537040666339e-08
0.0149355204707984,0.0617683495937699,1.5952434035851213e-07
0.0209097418184855,0.08647574385405,4.3545602216907093e-07
0.0268839631661726,0.1111831381143299,9.29527892458252e-07
0.0328581845138597,0.13589053237461,1.6929756650832475e-06
0.038832307166289,0.1605975184641,2.7981706346473764e-06
0.0448066601076532,0.1853054569521,4.302357721279096e-06
0.0507806840648246,0.2100120348707999,6.276259090247243e-06
0.0567550370061888,0.2347199733588,8.761347589590324e-06
0.062729389947553,0.2594279118468,1.5984214045791997e-05
0.0687034139047245,0.2841344897655,2.9586728859893932e-05
0.0746777668460887,0.3088424282534999,4.370853666942787e-05
0.0806517908032601,0.3335490061721999,5.686465614602361e-05
0.0866261437446243,0.3582569446601999,6.988649465428994e-05
0.0926004966859885,0.3829648831482,8.211587592912255e-05
0.09857452064316,0.4076714610669,9.741513586702492e-05
0.1045488735845242,0.4323793995549,0.0001165315398724
0.1105228975416956,0.4570859774735999,0.000137663323566
0.1164972504830598,0.4817939159615999,0.0001629163388545
0.122471603424424,0.5065018544495999,0.0002041997977005
0.1284456273815954,0.5312084323683,0.0002611787817966
0.1344199803229596,0.5559163708563,0.0003092998457615
0.1403940042801311,0.580622948775,0.0003426142860098
0.1463683572214953,0.605330887263,0.0003756142428779
0.1523427101628595,0.630038825751,0.000420060520642
0.1583167341200309,0.6547454036696999,0.0004684672423074
0.1642910870613951,0.6794533421576999,0.0005286358513394
0.1702651110185666,0.7041599200763999,0.0006029646520092
0.1762394639599308,0.7288678585644,0.0006836010626339
0.182213816901295,0.7535757970524,0.0007900259740418
0.1881878408584664,0.7782823749711,0.0008547315037996
0.1941621937998306,0.8029903134590999,0.0009703165271466
0.2001362177570021,0.8276968913778,0.0010503597940515
0.2061105706983663,0.8524048298658,0.0012139372131945
0.2120849236397305,0.8771127683538,0.0013943496950433
0.2180589475969019,0.9018193462724998,0.0015735490736089
0.2240333005382661,0.9265272847605,0.0017844515891517
0.2300073244954375,0.9512338626791998,0.0019930027897991
0.2359816774368017,0.9759418011672,0.0022518840809465
0.241956030378166,1.0006497396552,0.0024604404445192
0.2479300543353373,1.0253563175738998,0.0027052550433561
0.2539044072767016,1.0500642560619,0.0029442764609256
0.259878431233873,1.0747708339806,0.0031739871647297
0.2658527841752373,1.0994787724686,0.0034160561189004
0.2718271371166015,1.1241867109566,0.0037149179112687
0.2778011610737729,1.1488932888752998,0.0040164787576367
0.2837755140151371,1.1736012273633,0.0043098243602011
0.2897495379723085,1.198307805282,0.0046146868936087
0.2957238909136727,1.2230157437699998,0.0049235586136753
0.301698243855037,1.247723682258,0.0053345375240673
0.3076722678122084,1.2724302601767,0.0057586057255123
0.3136466207535726,1.2971381986647,0.0061611469934964
0.319620644710744,1.3218447765833998,0.0065736732712589
0.3255949976521082,1.3465527150713998,0.0070461935069143
0.3315700085618581,1.371263374698,0.0075620101639101
0.3375443615032223,1.395971313186,0.0079637885829277
0.3435187144445865,1.420679251674,0.0085387687402439
0.3494930673859507,1.445387190162,0.0090806667868403
0.355467420327315,1.47009512865,0.0095617123005259
0.3614417732686792,1.494803067138,0.010140035221179
0.3674161262100434,1.519511005626,0.0107678148932191
0.3733871893094795,1.544205338421,0.0112192313945039
0.3793615422508438,1.568913276909,0.0118542439677287
0.385335895192208,1.593621215397,0.0123869456155508
0.3913102481335722,1.6183291538849998,0.0131012031506929
0.3972846010749364,1.643037092373,0.0137627592698849
0.4032589540163006,1.6677450308609998,0.0143976654684753
0.4092333069576649,1.692452969349,0.01517918510381
0.4152076598990291,1.717160907837,0.0160841245511462
0.4211820128403933,1.741868846325,0.0168560844848633
0.4271563657817576,1.766576784813,0.0177509796515753
0.4331307187231217,1.791284723301,0.0184374786078148
0.439105071664486,1.815992661789,0.0193075777267448
0.4450794246058502,1.840700600277,0.0201581415651525
0.4510537775472144,1.865408538765,0.0210416873457817
0.4570281304885786,1.890116477253,0.0219684147155298
0.4630024834299428,1.914824415741,0.022927572553468
0.468976836371307,1.939532354229,0.0236259474019434
0.4749511893126714,1.964240292717,0.0246847235236367
0.4809255422540355,1.988948231205,0.0255308938087465
0.4868998951953998,2.013656169693,0.0263478044762321
0.4928742481367639,2.038364108181,0.0273505451570609
0.4988486010781282,2.063072046669,0.0283087828769545
0.5048229540194924,2.087779985157,0.0294070425913305
0.5107973069608566,2.112487923645,0.0307560927311837
0.5167716599022208,2.137195862133,0.0319861235295338
0.522742723001657,2.161890194928,0.0333597627323625
0.5287170759430213,2.186598133416,0.0344841503221572
0.5346914288843855,2.211306071904,0.0357611125587801
0.5406657818257496,2.236014010392,0.0371625017777053
0.5466401347671138,2.26072194888,0.0383523253981934
0.5526144877084781,2.285429887368,0.0395922455054215
0.5585888406498423,2.310137825856,0.0409375094986985
0.5645631935912065,2.334845764344,0.041952458528445
0.5705375465325708,2.359553702832,0.0433120848489313
0.5765118994739351,2.38426164132,0.0446263066432562
0.5824862524152992,2.408969579808,0.0458352483572603
0.5884606053566634,2.433677518296,0.0475181525975777
0.5944349582980276,2.458385456784,0.0485631371110525
0.6004093112393919,2.483093395272,0.0498804215065931
0.6063836641807561,2.50780133376,0.0514646889166354
0.6123580171221203,2.532509272248,0.0533640715830223
0.6183323700634845,2.557217210736,0.0546712601765597
0.6243067230048488,2.581925149224,0.0562007367512744
0.630281075946213,2.606633087712,0.0578990927682387
0.6362554288875771,2.6313410262,0.0598247471740468
0.6422297818289414,2.656048964688,0.0612243563557925
0.6482041347703056,2.680756903176,0.063215558452512
0.6541784877116699,2.705464841664,0.064812349649535
0.660152840653034,2.730172780152,0.0661291805708319
0.6661239037524703,2.754867112947,0.0677508286266367
0.6720982566938345,2.779575051435,0.0697931989705312
0.6780726096351987,2.804282989923,0.0712964626034473
0.6840469625765628,2.828990928411,0.0732108532613931
0.6900213155179271,2.853698866899,0.0751609778479664
0.6959956684592913,2.878406805387,0.0767102380902184
0.7019700214006556,2.903114743875,0.0783900770822579
0.7079443743420197,2.927822682363,0.0807590370244788
0.713918727283384,2.952530620851,0.083529492813622
0.7198930802247482,2.977238559339,0.0857049049847039
0.7258674331661125,3.001946497827,0.0879714538128183
0.7318417861074766,3.026654436315,0.0897601916520727
0.7378161390488409,3.051362374803,0.0929139696603611
0.7437904919902051,3.076070313291,0.0946772175523848
0.7497648449315694,3.100778251779,0.0976580895229546
0.7557391978729335,3.125486190267,0.0997453920258829
0.7617135508142978,3.150194128755,0.1030509622464368
