frecuencia_THz,energia_meV,DOS_fonones
-3.1109489463593465e-08,-1.286585106079247e-07,0.0
0.0059741892730277,0.0247072615851537,1.7136351820098757e-07
0.0119484096555188,0.0494146518287101,6.833947622777994e-07
0.0179226300380099,0.0741220420722665,1.538456424950369e-06
0.023896850420501,0.098829432315823,2.7241390766701155e-06
0.0298710708029921,0.1235368225593794,4.27714425705478e-06
0.035845291184284,0.1482442127979764,6.134863604992635e-06
0.0418195115685738,0.1729516030489719,8.391393818200887e-06
0.0477937319498658,0.197658993287569,1.0981614543809228e-05
0.0537679523341556,0.2223663835385645,1.3814090138119132e-05
0.0597421727154475,0.2470737737771615,1.714160484074685e-05
0.0657163930967395,0.2717811640157586,3.428940288194891e-05
0.0716906134810293,0.2964885542667541,5.0320084893787495e-05
0.0776648338623212,0.3211959445053511,6.380729935511998e-05
0.0836390542466111,0.3459033347563465,7.459117294629433e-05
0.089613274627903,0.3706107249949436,8.343801021964594e-05
0.0955874950091949,0.3953181152335406,9.270105228204429e-05
0.1015617153934848,0.4200255054845361,0.0001146277654843
0.1075359357747767,0.4447328957231332,0.0001674025769523
0.1135101561590666,0.4694402859741287,0.0002233785004102
0.1194843765403585,0.4941476762127257,0.0002791019519533
0.1254585969216504,0.5188550664513227,0.0003628882804143
0.1314328173059403,0.5435624567023183,0.0004253078404101
0.1374070376872322,0.5682698469409153,0.0004891583997118
0.143381258071522,0.5929772371919108,0.0005325829683619
0.149355478452814,0.6176846274305079,0.0005979324506849
0.1553296988341059,0.6423920176691049,0.0006586913316776
0.1613039192183958,0.6670994079201004,0.0007224326995419
0.1672781395996877,0.6918067981586974,0.0007839918998496
0.1732523599809796,0.7165141883972945,0.0008597569646262
0.1792265803652694,0.74122157864829,0.0009375112265146
0.1852008007465614,0.765928968886887,0.000993849903789
0.1911750211308512,0.7906363591378825,0.0010813623035139
0.1971492415121432,0.8153437493764796,0.0011522718033927
0.2031234618934351,0.8400511396150766,0.0011999441085014
0.2090976822777249,0.864758529866072,0.0012232019043638
0.2150719026590168,0.8894659201046692,0.001258064561191
0.2210461230433067,0.9141733103556644,0.0012891038759161
0.2270203434245986,0.9388807005942617,0.0013363831176322
0.2329945638058905,0.9635880908328586,0.0013826986963131
0.2389687841901804,0.988295481083854,0.0014139288475211
0.2449430045714723,1.0130028713224513,0.0014730569142271
0.2509172249557622,1.0377102615734468,0.0015087816277192
0.2568914453370541,1.0624176518120438,0.0015405270460443
0.2628656657183461,1.0871250420506409,0.0015921534951848
0.2688398861026359,1.1118324323016364,0.0016218802183026
0.2748141064839278,1.1365398225402334,0.0016821560364921
0.2807883268682177,1.1612472127912288,0.0017297637177339
0.2867625472495096,1.1859546030298258,0.0017770168607013
0.2927367676308015,1.210661993268423,0.0018289404995439
0.2987109880150914,1.2353693835194184,0.0018857520368209
0.3046852083993812,1.260076773770414,0.0020442479599765
0.3106594287926648,1.2847841640586044,0.0022178430720066
0.3166336491559692,1.309491554222811,0.0023945102354824
0.3226078695492528,1.3341989445110016,0.0025636393028556
0.3285820899125572,1.3589063346752082,0.0027459427291592
0.3345563103058408,1.383613724963399,0.0029525060353681
0.3405305306991244,1.4083211152515898,0.003129289910851
0.3465047510624288,1.4330285054157963,0.0033262933374642
0.3524789714557124,1.457735895703987,0.0035166326757464
0.3584531918489961,1.4824432859921777,0.0036823499742693
0.3644274122123004,1.5071506761563842,0.0038933940963262
0.370401632605584,1.531858066444575,0.0040920704873893
0.3763758529988677,1.5565654567327658,0.0042594301571291
0.3823500733621721,1.5812728468969723,0.0044474193128779
0.3883242937554557,1.605980237185163,0.0046612855902473
0.3942985141487393,1.6306876274733535,0.0048789677212452
0.4002727345120437,1.6553950176375605,0.005072991133398
0.4062469549053273,1.680102407925751,0.0052049834075087
0.4122211752686317,1.7048097980899577,0.0053518471627494
0.4181953956619153,1.7295171883781484,0.0054824066425023
0.424169616055199,1.754224578666339,0.0056388351924317
0.4301438364185033,1.7789319688305456,0.005780086486865
0.4361180568117869,1.8036393591187363,0.0059323675020114
0.4420922772050706,1.828346749406927,0.0060717653750022
0.4480664975683749,1.8530541395711333,0.0061895257066196
0.4540407179616585,1.877761529859324,0.0063831299617444
0.4600149383549422,1.9024689201475151,0.0064901962248422
0.4659891587182466,1.9271763103117217,0.0066902807391695
0.4719633791115302,1.9518837005999123,0.0068151921309073
0.4779375994748346,1.9765910907641189,0.0070145606620597
0.4839118198681182,2.00129848105231,0.0071647654519554
0.4898860402614018,2.0260058713405007,0.0072982131060595
0.4958602606247062,2.050713261504707,0.0074802300171722
0.5018344810179898,2.0754206517928973,0.0076200913238999
0.5078087014112734,2.100128042081088,0.0079825843776357
0.5137829217745777,2.1248354322452947,0.0082736988744223
0.5197571421678615,2.1495428225334856,0.0085868755198801
0.525731362561145,2.174250212821676,0.0088854411501129
0.5317055829244495,2.198957602985883,0.0092184835178379
0.537679803317733,2.223664993274073,0.0094606576231459
0.5436540237110167,2.2483723835622644,0.0097578691863134
0.5496282440743211,2.2730797737264705,0.0100833363452165
0.5556024644676048,2.297787164014661,0.0103899307158878
0.5615766848309091,2.322494554178868,0.0106863536165096
0.5675509052241927,2.347201944467059,0.011028990666988
0.5735251256174763,2.3719093347552493,0.0113659415625977
0.5794993459807807,2.3966167249194563,0.0117312932112638
0.5854735663740643,2.421324115207647,0.0119690204474779
0.591447786767348,2.4460315054958377,0.0123252557738378
0.5974220071306523,2.470738895660044,0.0127134049402833
0.603396227523936,2.4954462859482347,0.0129011012911236
0.6093704479172195,2.5201536762364256,0.0131748282675844
0.615344668280524,2.544861066400632,0.0135387979160503
0.6213188886738076,2.5695684566888226,0.0137465221878437
0.627293109037112,2.5942758468530296,0.0141474189318884
0.6332673294303955,2.61898323714122,0.014376088970909
0.6392415498236792,2.643690627429411,0.01467994369739
0.6452157701869835,2.668398017593617,0.0149754747271677
0.6511899905802673,2.693105407881808,0.0153747618263028
0.6571642109735508,2.717812798169999,0.0155694479447605
0.6631384313368552,2.7425201883342054,0.015908327100315
0.6691126517301388,2.767227578622396,0.0162445051487221
0.6750868721234224,2.791934968910587,0.0165862345997146
0.6810610924867269,2.8166423590747933,0.0169441886518968
0.6870353128800105,2.841349749362984,0.0172886227222181
0.6930095332433148,2.8660571395271903,0.0175643138700613
0.6989837536365985,2.8907645298153817,0.0178348322739615
0.704957974029882,2.915471920103572,0.018232653100953
0.7109321943931864,2.9401793102677787,0.0185656473334315
0.7169064147864701,2.964886700555969,0.0190158244227729
0.7228806351797538,2.98959409084416,0.0193764043927403
0.7288548555430581,3.0143014810083666,0.0197220157701916
0.7348290759363417,3.039008871296557,0.020050446228731
0.7408032963296253,3.063716261584748,0.0204950754098717
0.7467775166929298,3.088423651748955,0.0208661669301707
0.7527517370862133,3.1131310420371454,0.0212431393763872
0.758725957479497,3.1378384323253363,0.0217206820614265
0.7647001778428013,3.1625458224895424,0.0221544610579061
0.770674398236085,3.1872532127777333,0.0226244766659126
0.7766486185993893,3.21196060294194,0.0230439113055722
0.782622838992673,3.2366679932301308,0.0233634168367063
0.7885970593859566,3.261375383518321,0.023916034214406
0.794571279749261,3.286082773682528,0.0242968242052878
0.8005455001425446,3.3107901639707187,0.0248968075258702
0.8065197205358282,3.3354975542589096,0.0252797429766157
0.8124939408991326,3.360204944423116,0.0258569415869666
0.8184681612924163,3.3849123347113066,0.0262893146514076
0.8244423816856998,3.409619724999497,0.0268929158472275
0.8304166020490042,3.434327115163704,0.0274643757864889
0.8363908224422878,3.4590345054518945,0.0279119894217846
0.8423650428055922,3.483741895616101,0.0286824342277134
0.8483392631988759,3.508449285904292,0.0293239146767702
0.8543134835921595,3.533156676192483,0.0298465924502167
0.8602877039554638,3.557864066356689,0.0306754006778916
0.8662619243487474,3.58257145664488,0.0314515789767455
0.872236144742031,3.607278846933071,0.0322550121738232
0.8782103651053355,3.631986237097277,0.0330355767660047
0.8841845854986191,3.656693627385468,0.0338401244470831
0.8901588058919027,3.681401017673658,0.0347233703017538
0.8961330262552071,3.706108407837865,0.0358083204326302
0.9021072466484906,3.730815798126056,0.0371288592238782
0.9080814670417744,3.755523188414247,0.0383601344084496
0.9140556874050788,3.780230578578453,0.0397277709656006
