epsilon_meV,eDcp_epsilon,eDcp_epsilon_prime
-7.970021030047732,7.315031045826003e-18,3.603040537201103e-16
-7.935593293416856,7.998005278860804e-18,3.9394407944506954e-16
-7.90116555678598,8.744745025783853e-18,4.3072481653845167e-16
-7.8667378201551035,9.561204901470312e-18,4.709394684854653e-16
-7.832310083524229,1.0453892098611256e-17,5.149086046404626e-16
-7.797882346893353,1.1429925419958446e-17,5.629827205166923e-16
-7.763454610262476,1.249709426351744e-17,6.155450245591526e-16
-7.729026873631602,1.3663894316525126e-17,6.730144915949813e-16
-7.694599137000726,1.493963255382814e-17,7.358492037407737e-16
-7.660171400369849,1.6334487384028644e-17,8.04549997845017e-16
-7.625743663738975,1.785957419206383e-17,8.796644557473141e-16
-7.5913159271080985,1.9527046899089527e-17,9.617912693773712e-16
-7.556888190477222,2.1350199055676494e-17,1.0515849928471344e-15
-7.522460453846348,2.3343578671208025e-17,1.1497612679702005e-15
-7.4880327172154715,2.5523067178908617e-17,1.2571025233395182e-15
-7.453604980584595,2.790605264309843e-17,1.3744642006650846e-15
-7.419177243953719,3.051152117723128e-17,1.5027815670113613e-15
-7.384749507322844,3.336025207822866e-17,1.6430771597072604e-15
-7.350321770691968,3.6474953930070283e-17,1.79646892517809e-15
-7.315894034061092,3.988046988495141e-17,1.9641791173578895e-15
-7.281466297430217,4.3603937725355136e-17,2.1475440236087474e-15
-7.247038560799341,4.7675056266296826e-17,2.348024598855331e-15
-7.212610824168465,5.2126265513801036e-17,2.5672180888006134e-15
-7.17818308753759,5.699307441853492e-17,2.8068707364925967e-15
-7.143755350906714,6.231426900080216e-17,3.0688916722005344e-15
-7.109327614275838,6.813229320430403e-17,3.355368095065264e-15
-7.074899877644963,7.449351001689833e-17,3.668581871583861e-15
-7.040472141014087,8.144864844849867e-17,4.011027674316683e-15
-7.006044404383211,8.905315187885974e-17,4.385432813495778e-15
-6.971616667752336,9.736805239519753e-17,4.794798160206202e-15
-6.93718893112146,1.0645939817771976e-16,5.2423721660454715e-15
-6.902761194490584,1.1639961769509785e-16,5.731715209743184e-15
-6.868333457859707,1.2726796876682494e-16,6.266723692588912e-15
-6.833905721228833,1.391511033692431e-16,6.851657232498895e-15
-6.7994779845979565,1.5214377207487377e-16,7.49117248108548e-15
-6.76505024796708,1.6634958067915275e-16,8.190360083312444e-15
-6.730622511336206,1.8188179514486428e-16,8.954785071151048e-15
-6.696194774705329,1.98864271572611e-16,9.790531007692988e-15
-6.661767038074453,2.1743242093710293e-16,1.0704248229085372e-14
-6.627339301443579,2.377343038218512e-16,1.1703206564419985e-14
-6.592911564812702,2.5993178876312274e-16,1.2795352946026831e-14
-6.558483828181826,2.842018984634583e-16,1.398937436065911e-14
-6.524056091550952,3.107381326220955e-16,1.52947666388734e-14
-6.489628354920075,3.397520980166364e-16,1.6721909616210193e-14
-6.455200618289199,3.7147515652387777e-16,1.8282149256411358e-14
-6.420772881658323,4.061602627314323e-16,1.9987887378198233e-14
-6.386345145027448,4.440839991894747e-16,2.1852679682500358e-14
-6.351917408396572,4.855487988496677e-16,2.389134284720786e-14
-6.317489671765696,5.308852998962685e-16,2.6120071521067272e-14
-6.283061935134821,5.804550205080378e-16,2.8556566124643784e-14
-6.248634198503945,6.346532217295516e-16,3.122017245108398e-14
-6.214206461873069,6.939120967004036e-16,3.413203414753127e-14
-6.179778725242194,7.587042124060648e-16,3.731525925692786e-14
-6.145350988611318,8.295462419014944e-16,4.0795102104761345e-14
-6.1109232519804415,9.07003102183422e-16,4.459916193293773e-14
-6.076495515349567,9.916924704370921e-16,4.875759980983668e-14
-6.042067778718691,1.084289701001097e-15,5.3303375478797715e-14
-6.007640042087814,1.1855332085539333e-15,5.82725059657163e-14
-5.973212305456938,1.29623033335743e-15,6.370434791445011e-14
-5.938784568826064,1.417263828536746e-15,6.964190581030655e-14
-5.904356832195187,1.5495988477430317e-15,7.613216843601636e-14
-5.869929095564311,1.6942906716545942e-15,8.322647610899039e-14
-5.835501358933437,1.8524931503231956e-15,9.098092148946995e-14
-5.80107362230256,2.025467867621736e-15,9.945678697612203e-14
-5.766645885671684,2.2145942218435234e-15,1.0872102198777e-13
-5.7322181490408095,2.4213804601977365e-15,1.188467637130975e-13
-5.697790412409933,2.6474755285679486e-15,1.2991390522123804e-13
-5.663362675779057,2.894682404556345e-15,1.4200971517424307e-13
-5.628934939148182,3.1649723848259503e-15,1.552295137421456e-13
-5.594507202517306,3.4605008797645652e-15,1.696774097272332e-13
-5.56007946588643,3.783624569598784e-15,1.854671043339695e-13
-5.525651729255554,4.136920233470344e-15,2.0272276748788677e-13
-5.491223992624679,4.523205159113168e-15,2.215799931140132e-13
-5.456796255993803,4.94555976202402e-15,2.421868403292155e-13
-5.4223685193629265,5.407352077980362e-15,2.647049681006997e-13
-5.387940782732052,5.912264658637724e-15,2.893108715453463e-13
-5.353513046101176,6.46432388718714e-15,3.1619722875378714e-13
-5.3190853094702994,7.067932140966702e-15,3.4557436773969133e-13
-5.284657572839425,7.727902767006703e-15,3.7767186393647775e-13
-5.250229836208549,8.449498602353953e-15,4.12740279505597e-13
-5.215802099577672,9.238473943668005e-15,4.510530566547986e-13
-5.181374362946798,1.0101120370754572e-14,4.929085781563251e-13
-5.146946626315922,1.10443169697945e-14,5.386324093222095e-13
-5.112518889685045,1.207558516167007e-14,5.885797368347784e-13
