energia_eV,E_minus_EF_eV,energia_meV,DOS_electronica
-7.08,-16.003999999999998,-16003.999999999998,0.0
-7.06,-15.983999999999998,-15983.999999999998,0.0
-7.04,-15.963999999999999,-15963.999999999998,0.0
-7.02,-15.943999999999999,-15943.999999999998,0.0
-7.0,-15.924,-15924.0,0.0
-6.98,-15.904,-15904.0,0.0
-6.96,-15.884,-15884.0,0.0
-6.94,-15.864,-15864.0,0.0
-6.92,-15.844,-15844.0,0.0
-6.9,-15.824,-15824.0,0.0
-6.88,-15.803999999999998,-15803.999999999998,0.0
-6.86,-15.783999999999999,-15783.999999999998,0.0
-6.84,-15.764,-15764.0,0.0
-6.82,-15.744,-15744.0,0.0
-6.8,-15.724,-15724.0,0.0
-6.78,-15.704,-15704.0,0.0
-6.76,-15.684,-15684.0,0.0
-6.74,-15.664,-15664.0,0.0
-6.72,-15.643999999999998,-15643.999999999998,0.0
-6.7,-15.623999999999999,-15623.999999999998,0.0
-6.68,-15.604,-15604.0,0.0
-6.66,-15.584,-15584.0,0.0
-6.64,-15.564,-15564.0,0.0
-6.62,-15.544,-15544.0,0.0
-6.6,-15.524,-15524.0,0.0
-6.58,-15.504,-15504.0,0.0
-6.56,-15.483999999999998,-15483.999999999998,0.0
-6.54,-15.463999999999999,-15463.999999999998,0.0
-6.52,-15.443999999999999,-15443.999999999998,0.0
-6.5,-15.424,-15424.0,0.0
-6.48,-15.404,-15404.0,0.0
-6.46,-15.384,-15384.0,0.0
-6.44,-15.364,-15364.0,0.0
-6.42,-15.344,-15344.0,0.0
-6.4,-15.324,-15324.0,0.0
-6.38,-15.303999999999998,-15303.999999999998,0.0
-6.36,-15.283999999999999,-15283.999999999998,0.0
-6.34,-15.264,-15264.0,0.0
-6.32,-15.244,-15244.0,0.0
-6.3,-15.224,-15224.0,0.0
-6.28,-15.204,-15204.0,0.0
-6.26,-15.184,-15184.0,0.0
-6.24,-15.164,-15164.0,0.0
-6.22,-15.143999999999998,-15143.999999999998,0.0
-6.2,-15.123999999999999,-15123.999999999998,0.0
-6.18,-15.104,-15104.0,0.0
-6.16,-15.084,-15084.0,0.0
-6.14,-15.064,-15064.0,0.0
-6.12,-15.044,-15044.0,0.0
-6.1,-15.024,-15024.0,0.0
-6.08,-15.004,-15004.0,0.0
-6.06,-14.983999999999998,-14983.999999999998,0.0
-6.04,-14.963999999999999,-14963.999999999998,0.0
-6.02,-14.943999999999999,-14943.999999999998,0.0
-6.0,-14.924,-14924.0,0.0
-5.98,-14.904,-14904.0,0.0
-5.96,-14.884,-14884.0,0.0
-5.94,-14.864,-14864.0,0.0
-5.92,-14.844,-14844.0,0.0
-5.9,-14.824,-14824.0,0.0
-5.88,-14.803999999999998,-14803.999999999998,0.0
-5.86,-14.783999999999999,-14783.999999999998,0.0
-5.84,-14.764,-14764.0,0.0
-5.82,-14.744,-14744.0,0.0
-5.8,-14.724,-14724.0,0.0
-5.78,-14.704,-14704.0,0.0
-5.76,-14.684,-14684.0,0.0
-5.74,-14.664,-14664.0,0.0
-5.72,-14.643999999999998,-14643.999999999998,0.0
-5.7,-14.623999999999999,-14623.999999999998,0.0
-5.68,-14.604,-14604.0,0.0
-5.66,-14.584,-14584.0,0.0
-5.64,-14.564,-14564.0,0.0
-5.62,-14.544,-14544.0,0.0
-5.6,-14.524,-14524.0,0.0
-5.58,-14.504,-14504.0,0.0
-5.56,-14.483999999999998,-14483.999999999998,0.0
-5.54,-14.463999999999999,-14463.999999999998,0.0
-5.52,-14.443999999999999,-14443.999999999998,0.0
-5.5,-14.424,-14424.0,0.0
-5.48,-14.404,-14404.0,0.0
-5.46,-14.384,-14384.0,0.0
-5.44,-14.364,-14364.0,0.0
-5.42,-14.344,-14344.0,0.0
-5.4,-14.324,-14324.0,0.0
-5.38,-14.303999999999998,-14303.999999999998,0.0
-5.36,-14.283999999999999,-14283.999999999998,0.0
-5.34,-14.264,-14264.0,0.0
-5.32,-14.244,-14244.0,0.0
-5.3,-14.224,-14224.0,0.0
-5.28,-14.204,-14204.0,0.0
-5.26,-14.184,-14184.0,0.0
-5.24,-14.164,-14164.0,0.0
-5.22,-14.143999999999998,-14143.999999999998,0.0
-5.2,-14.123999999999999,-14123.999999999998,0.0
-5.18,-14.104,-14104.0,0.0
-5.16,-14.084,-14084.0,0.0
-5.14,-14.064,-14064.0,0.0
-5.12,-14.044,-14044.0,0.0
-5.1,-14.024,-14024.0,0.0
-5.08,-14.004,-14004.0,0.0
-5.06,-13.983999999999998,-13983.999999999998,0.0
-5.04,-13.963999999999999,-13963.999999999998,0.0
-5.02,-13.943999999999999,-13943.999999999998,0.0
-5.0,-13.924,-13924.0,0.0
-4.98,-13.904,-13904.0,0.0
-4.96,-13.884,-13884.0,0.0
-4.94,-13.864,-13864.0,0.0
-4.92,-13.844,-13844.0,0.0
-4.9,-13.824,-13824.0,0.0
-4.88,-13.803999999999998,-13803.999999999998,0.0
-4.86,-13.783999999999999,-13783.999999999998,0.0
-4.84,-13.764,-13764.0,0.0
-4.82,-13.744,-13744.0,0.0
-4.8,-13.724,-13724.0,0.0
-4.78,-13.704,-13704.0,0.0
-4.76,-13.684,-13684.0,0.0
-4.74,-13.664,-13664.0,0.0
-4.72,-13.643999999999998,-13643.999999999998,0.0
-4.7,-13.623999999999999,-13623.999999999998,0.0
-4.68,-13.604,-13604.0,0.0
-4.66,-13.584,-13584.0,0.0
-4.64,-13.564,-13564.0,0.0
-4.62,-13.544,-13544.0,0.0
-4.6,-13.524,-13524.0,0.0
-4.58,-13.504,-13504.0,0.0
-4.56,-13.483999999999998,-13483.999999999998,0.0
-4.54,-13.463999999999999,-13463.999999999998,0.0
-4.52,-13.443999999999999,-13443.999999999998,0.0
-4.5,-13.424,-13424.0,0.0
-4.48,-13.404,-13404.0,0.0
-4.46,-13.384,-13384.0,0.0
-4.44,-13.364,-13364.0,0.0
-4.42,-13.344,-13344.0,0.0
-4.4,-13.324,-13324.0,0.0
-4.38,-13.303999999999998,-13303.999999999998,0.0
-4.36,-13.283999999999999,-13283.999999999998,0.0
-4.34,-13.264,-13264.0,0.0
-4.32,-13.244,-13244.0,0.0
-4.3,-13.224,-13224.0,0.0
-4.28,-13.204,-13204.0,0.0
-4.26,-13.184,-13184.0,0.0
-4.24,-13.164,-13164.0,0.0
-4.22,-13.143999999999998,-13143.999999999998,0.0
-4.2,-13.123999999999999,-13123.999999999998,0.0
-4.18,-13.104,-13104.0,0.0
-4.16,-13.084,-13084.0,0.0
-4.14,-13.064,-13064.0,0.0
-4.12,-13.044,-13044.0,0.0
-4.1,-13.024,-13024.0,0.0
-4.08,-13.004,-13004.0,0.0
-4.06,-12.983999999999998,-12983.999999999998,0.0
-4.04,-12.963999999999999,-12963.999999999998,0.0
-4.02,-12.943999999999999,-12943.999999999998,0.0
-4.0,-12.924,-12924.0,0.0
-3.98,-12.904,-12904.0,0.0
-3.96,-12.884,-12884.0,0.0
-3.94,-12.863999999999999,-12863.999999999998,0.0
-3.92,-12.844,-12844.0,0.0
-3.9,-12.824,-12824.0,0.0
-3.88,-12.803999999999998,-12803.999999999998,0.0
-3.86,-12.783999999999999,-12783.999999999998,0.0
-3.84,-12.764,-12764.0,0.0
-3.82,-12.744,-12744.0,0.0
-3.8,-12.724,-12724.0,0.0
-3.78,-12.703999999999999,-12703.999999999998,0.0
-3.76,-12.684,-12684.0,0.0
-3.74,-12.664,-12664.0,0.0
-3.72,-12.644,-12644.0,0.0
-3.7,-12.623999999999999,-12623.999999999998,0.0
-3.68,-12.604,-12604.0,0.0
-3.66,-12.584,-12584.0,0.0
-3.64,-12.564,-12564.0,0.0
-3.62,-12.544,-12544.0,0.0
-3.6,-12.524,-12524.0,0.0
-3.58,-12.504,-12504.0,0.0
-3.56,-12.484,-12484.0,0.0
-3.54,-12.463999999999999,-12463.999999999998,0.0
-3.52,-12.443999999999999,-12443.999999999998,0.0
-3.5,-12.424,-12424.0,0.0
-3.48,-12.404,-12404.0,0.0
-3.46,-12.384,-12384.0,0.0
-3.44,-12.363999999999999,-12363.999999999998,0.0
-3.42,-12.344,-12344.0,0.0
-3.4,-12.324,-12324.0,0.0
-3.38,-12.303999999999998,-12303.999999999998,0.0
-3.36,-12.283999999999999,-12283.999999999998,0.0
-3.34,-12.264,-12264.0,0.0
-3.32,-12.244,-12244.0,0.0
-3.3,-12.224,-12224.0,0.0
-3.28,-12.203999999999999,-12203.999999999998,0.0
-3.26,-12.184,-12184.0,0.0
-3.24,-12.164,-12164.0,0.0
-3.22,-12.144,-12144.0,0.0
-3.2,-12.123999999999999,-12123.999999999998,0.0
-3.18,-12.104,-12104.0,0.0
-3.16,-12.084,-12084.0,0.0
-3.14,-12.064,-12064.0,0.0
-3.12,-12.044,-12044.0,0.0
-3.1,-12.024,-12024.0,0.0
-3.08,-12.004,-12004.0,0.0
-3.06,-11.984,-11984.0,0.0
-3.04,-11.963999999999999,-11963.999999999998,0.0
-3.02,-11.943999999999999,-11943.999999999998,0.0
-3.0,-11.924,-11924.0,0.0
-2.98,-11.904,-11904.0,0.0
-2.96,-11.884,-11884.0,0.0
-2.94,-11.863999999999999,-11863.999999999998,0.0
-2.92,-11.844,-11844.0,0.0
-2.9,-11.824,-11824.0,0.0
-2.88,-11.803999999999998,-11803.999999999998,0.0
-2.86,-11.783999999999999,-11783.999999999998,0.0
-2.84,-11.764,-11764.0,0.0
-2.82,-11.744,-11744.0,0.0
-2.8,-11.724,-11724.0,0.0
-2.78,-11.703999999999999,-11703.999999999998,0.0
-2.76,-11.684,-11684.0,0.0
-2.74,-11.664,-11664.0,0.0
-2.72,-11.644,-11644.0,0.0
-2.7,-11.623999999999999,-11623.999999999998,0.0
-2.68,-11.604,-11604.0,0.0
-2.66,-11.584,-11584.0,0.0
-2.64,-11.564,-11564.0,0.0
-2.62,-11.544,-11544.0,0.0
-2.6,-11.524,-11524.0,0.0
-2.58,-11.504,-11504.0,0.0
-2.56,-11.484,-11484.0,0.0
-2.54,-11.463999999999999,-11463.999999999998,0.0
-2.52,-11.443999999999999,-11443.999999999998,0.0
-2.5,-11.424,-11424.0,0.0
-2.48,-11.404,-11404.0,0.0
-2.46,-11.384,-11384.0,0.0
-2.44,-11.363999999999999,-11363.999999999998,0.0
-2.42,-11.344,-11344.0,0.0
-2.4,-11.324,-11324.0,0.0
-2.38,-11.303999999999998,-11303.999999999998,0.0
-2.36,-11.283999999999999,-11283.999999999998,0.0
-2.34,-11.264,-11264.0,0.0
-2.32,-11.244,-11244.0,0.0
-2.3,-11.224,-11224.0,0.0
-2.28,-11.203999999999999,-11203.999999999998,0.0
-2.26,-11.184,-11184.0,0.0
-2.24,-11.164,-11164.0,0.0
-2.22,-11.144,-11144.0,0.0
-2.2,-11.123999999999999,-11123.999999999998,0.0
-2.18,-11.104,-11104.0,0.0
-2.16,-11.084,-11084.0,0.0
-2.14,-11.064,-11064.0,0.0
-2.12,-11.044,-11044.0,0.0
-2.1,-11.024,-11024.0,0.0
-2.08,-11.004,-11004.0,0.0
-2.06,-10.984,-10984.0,0.0
-2.04,-10.963999999999999,-10963.999999999998,0.0
-2.02,-10.943999999999999,-10943.999999999998,0.0
-2.0,-10.924,-10924.0,0.0
-1.98,-10.904,-10904.0,0.0
-1.96,-10.884,-10884.0,0.0
-1.94,-10.863999999999999,-10863.999999999998,0.0
-1.92,-10.844,-10844.0,0.0
-1.9,-10.824,-10824.0,0.0
-1.88,-10.803999999999998,-10803.999999999998,0.0
-1.86,-10.783999999999999,-10783.999999999998,0.0
-1.84,-10.764,-10764.0,0.0
-1.82,-10.744,-10744.0,0.0
-1.8,-10.724,-10724.0,0.0
-1.78,-10.703999999999999,-10703.999999999998,0.0
-1.76,-10.684,-10684.0,0.0
-1.74,-10.664,-10664.0,0.0
-1.72,-10.644,-10644.0,0.0
-1.7,-10.623999999999999,-10623.999999999998,0.0
-1.68,-10.604,-10604.0,0.0
-1.66,-10.584,-10584.0,0.0
-1.64,-10.564,-10564.0,0.0
-1.62,-10.544,-10544.0,0.0
-1.6,-10.524,-10524.0,0.0
-1.58,-10.504,-10504.0,0.0
-1.56,-10.484,-10484.0,0.0
-1.54,-10.463999999999999,-10463.999999999998,0.0
-1.52,-10.443999999999999,-10443.999999999998,0.0
-1.5,-10.424,-10424.0,0.0
-1.48,-10.404,-10404.0,0.0
-1.46,-10.384,-10384.0,0.0
-1.44,-10.363999999999999,-10363.999999999998,0.0
-1.42,-10.344,-10344.0,0.0
-1.4,-10.324,-10324.0,0.0
-1.38,-10.303999999999998,-10303.999999999998,0.0
-1.36,-10.283999999999999,-10283.999999999998,0.0
-1.34,-10.264,-10264.0,0.0
-1.32,-10.244,-10244.0,0.0
-1.3,-10.224,-10224.0,0.0
-1.28,-10.203999999999999,-10203.999999999998,0.0
-1.26,-10.184,-10184.0,0.0
-1.24,-10.164,-10164.0,0.0
-1.22,-10.144,-10144.0,0.0
-1.2,-10.123999999999999,-10123.999999999998,0.0
-1.18,-10.104,-10104.0,0.0
-1.16,-10.084,-10084.0,0.0
-1.14,-10.064,-10064.0,0.0
-1.12,-10.044,-10044.0,0.0
-1.1,-10.024,-10024.0,0.0
-1.08,-10.004,-10004.0,0.0
-1.06,-9.984,-9984.0,0.0
-1.04,-9.963999999999999,-9963.999999999998,0.0
-1.02,-9.943999999999999,-9943.999999999998,0.0
-1.0,-9.924,-9924.0,0.0
-0.98,-9.904,-9904.0,0.0
-0.96,-9.884,-9884.0,0.0
-0.94,-9.863999999999999,-9863.999999999998,0.0
-0.92,-9.844,-9844.0,0.0
-0.9,-9.824,-9824.0,0.0
-0.88,-9.804,-9804.0,0.0
-0.86,-9.783999999999999,-9783.999999999998,0.0
-0.84,-9.764,-9764.0,0.0
-0.82,-9.744,-9744.0,0.0
-0.8,-9.724,-9724.0,0.0
-0.78,-9.703999999999999,-9703.999999999998,0.0
-0.76,-9.684,-9684.0,0.0
-0.74,-9.664,-9664.0,0.0
-0.72,-9.644,-9644.0,0.0
-0.7,-9.623999999999999,-9623.999999999998,0.0
-0.68,-9.604,-9604.0,0.0
-0.66,-9.584,-9584.0,0.0
-0.64,-9.564,-9564.0,0.0
-0.62,-9.543999999999999,-9543.999999999998,0.0
-0.6,-9.524,-9524.0,0.0
-0.58,-9.504,-9504.0,0.0
-0.56,-9.484,-9484.0,0.0
-0.54,-9.463999999999999,-9463.999999999998,0.0
-0.52,-9.443999999999999,-9443.999999999998,0.0
-0.5,-9.424,-9424.0,0.0
-0.48,-9.404,-9404.0,0.0
-0.46,-9.384,-9384.0,0.0
-0.44,-9.363999999999999,-9363.999999999998,0.0
-0.42,-9.344,-9344.0,0.0
-0.4,-9.324,-9324.0,0.0
-0.38,-9.304,-9304.0,0.0
-0.36,-9.283999999999999,-9283.999999999998,0.0
-0.34,-9.264,-9264.0,0.0
-0.32,-9.244,-9244.0,0.0
-0.3,-9.224,-9224.0,0.0
-0.28,-9.203999999999999,-9203.999999999998,0.0
-0.26,-9.184,-9184.0,0.0
-0.24,-9.164,-9164.0,0.0
-0.22,-9.144,-9144.0,0.0
-0.2,-9.123999999999999,-9123.999999999998,0.0
-0.18,-9.104,-9104.0,0.0
-0.16,-9.084,-9084.0,0.0
-0.14,-9.064,-9064.0,0.0
-0.12,-9.043999999999999,-9043.999999999998,0.0
-0.1,-9.024,-9024.0,0.0
-0.08,-9.004,-9004.0,0.0
-0.06,-8.984,-8984.0,0.0
-0.04,-8.963999999999999,-8963.999999999998,0.0
-0.02,-8.943999999999999,-8943.999999999998,0.0
0.0,-8.924,-8924.0,0.0
0.02,-8.904,-8904.0,0.0
0.04,-8.884,-8884.0,0.0
0.06,-8.863999999999999,-8863.999999999998,0.0
0.08,-8.844,-8844.0,0.0
0.1,-8.824,-8824.0,0.0
0.12,-8.804,-8804.0,0.0
0.14,-8.783999999999999,-8783.999999999998,0.0
0.16,-8.764,-8764.0,0.0
0.18,-8.744,-8744.0,0.0
0.2,-8.724,-8724.0,0.0
0.22,-8.703999999999999,-8703.999999999998,0.0
0.24,-8.684,-8684.0,0.0
0.26,-8.664,-8664.0,0.0
0.28,-8.644,-8644.0,0.0
0.3,-8.623999999999999,-8623.999999999998,0.0
0.32,-8.604,-8604.0,0.0
0.34,-8.584,-8584.0,0.0
0.36,-8.564,-8564.0,0.0
0.38,-8.543999999999999,-8543.999999999998,0.0
0.4,-8.524,-8524.0,0.0
0.42,-8.504,-8504.0,0.0
0.44,-8.484,-8484.0,0.0
0.46,-8.463999999999999,-8463.999999999998,0.0
0.48,-8.443999999999999,-8443.999999999998,0.0
0.5,-8.424,-8424.0,0.0
0.52,-8.404,-8404.0,0.0
0.54,-8.384,-8384.0,0.0
0.56,-8.363999999999999,-8363.999999999998,0.0
0.58,-8.344,-8344.0,0.0
0.6,-8.324,-8324.0,0.0
0.62,-8.304,-8304.0,0.0
0.64,-8.283999999999999,-8283.999999999998,0.0
0.66,-8.264,-8264.0,0.0
0.68,-8.244,-8244.0,0.0
0.7,-8.224,-8224.0,0.0
0.72,-8.203999999999999,-8203.999999999998,0.0
0.74,-8.184,-8183.999999999999,0.0
0.76,-8.164,-8164.0,0.0
0.78,-8.144,-8144.0,0.0
0.8,-8.123999999999999,-8123.999999999999,0.0
0.82,-8.104,-8103.999999999999,0.0
0.84,-8.084,-8084.0,0.0
0.86,-8.064,-8064.0,0.0
0.88,-8.043999999999999,-8043.999999999999,0.0
0.9,-8.024,-8023.999999999999,0.0
0.92,-8.004,-8004.0,0.0
0.94,-7.984,-7984.0,0.0
0.96,-7.9639999999999995,-7963.999999999999,0.0
0.98,-7.943999999999999,-7943.999999999999,0.0
1.0,-7.9239999999999995,-7923.999999999999,0.0
1.02,-7.904,-7904.0,0.0
1.04,-7.8839999999999995,-7883.999999999999,0.0
1.06,-7.863999999999999,-7863.999999999999,0.0
1.08,-7.843999999999999,-7843.999999999999,0.0
1.1,-7.824,-7824.0,0.0
1.12,-7.803999999999999,-7803.999999999999,0.0
1.14,-7.784,-7784.0,0.0
1.16,-7.763999999999999,-7763.999999999999,0.0
1.18,-7.744,-7744.0,0.024391051211550448
1.2,-7.723999999999999,-7723.999999999999,0.05892526681532713
1.22,-7.704,-7704.0,0.10552620654065056
1.24,-7.683999999999999,-7683.999999999999,0.16180916542351467
1.26,-7.664,-7664.0,0.2189428830260492
1.28,-7.643999999999999,-7643.999999999999,0.3036095680692917
1.3,-7.624,-7624.0,0.3996325774709277
1.32,-7.603999999999999,-7603.999999999999,0.5088287932900061
1.34,-7.584,-7584.0,0.6542459603759603
1.36,-7.563999999999999,-7563.999999999999,0.8005166287080301
1.38,-7.544,-7544.0,0.9324988521657526
1.4,-7.523999999999999,-7523.999999999999,1.1214865132255223
1.42,-7.504,-7504.0,1.341277584683198
1.44,-7.484,-7484.0,1.5147795314660648
1.46,-7.4639999999999995,-7463.999999999999,1.7010326306514572
1.48,-7.443999999999999,-7443.999999999999,2.024968763194394
1.5,-7.4239999999999995,-7423.999999999999,2.1651399763741663
1.52,-7.404,-7404.0,2.529174914607769
1.54,-7.3839999999999995,-7383.999999999999,2.7008642606646567
1.56,-7.363999999999999,-7363.999999999999,3.0934640258675214
1.58,-7.343999999999999,-7343.999999999999,3.228024454257782
1.6,-7.324,-7324.0,3.489771662934904
1.62,-7.303999999999999,-7303.999999999999,3.8665028905711982
1.64,-7.284,-7284.0,4.230959134911833
1.66,-7.263999999999999,-7263.999999999999,4.289229995492023
1.68,-7.244,-7244.0,4.725143020652522
1.7,-7.223999999999999,-7223.999999999999,4.763335634026154
1.72,-7.204,-7204.0,5.151150613711075
1.74,-7.183999999999999,-7183.999999999999,5.265567529041374
1.76,-7.164,-7164.0,5.483259718600874
1.78,-7.143999999999999,-7143.999999999999,5.65175812537832
1.8,-7.124,-7124.0,5.726796026548617
1.82,-7.103999999999999,-7103.999999999999,5.873314471509211
1.84,-7.084,-7084.0,5.971820959434844
1.86,-7.063999999999999,-7063.999999999999,6.085305880514425
1.88,-7.044,-7044.0,5.977325054439541
1.9,-7.023999999999999,-7023.999999999999,6.1331339156727935
1.92,-7.004,-7004.0,5.99618643967752
1.94,-6.984,-6984.0,5.941772264289695
1.96,-6.9639999999999995,-6963.999999999999,6.215413419874378
1.98,-6.943999999999999,-6943.999999999999,6.119388387282861
2.0,-6.9239999999999995,-6923.999999999999,6.1130636610163345
2.02,-6.904,-6904.0,6.065641157124115
2.04,-6.8839999999999995,-6883.999999999999,5.942917248360233
2.06,-6.863999999999999,-6863.999999999999,5.957241164422315
2.08,-6.843999999999999,-6843.999999999999,5.98424188083098
2.1,-6.824,-6824.0,5.926114249208807
2.12,-6.803999999999999,-6803.999999999999,6.074616625669839
2.14,-6.783999999999999,-6783.999999999999,6.080601174306942
2.16,-6.763999999999999,-6763.999999999999,5.932552336596822
2.18,-6.744,-6744.0,6.126419564317055
2.2,-6.723999999999999,-6723.999999999999,6.119121063493575
2.22,-6.703999999999999,-6703.999999999999,6.018235082138334
2.24,-6.683999999999999,-6683.999999999999,6.202639450878629
2.26,-6.664,-6664.0,6.443087852633087
2.28,-6.644,-6644.0,6.153270051066553
2.3,-6.624,-6624.0,6.538361038589409
2.32,-6.603999999999999,-6603.999999999999,6.453324581881991
2.34,-6.584,-6584.0,6.713570989312664
2.36,-6.564,-6564.0,6.761634125944866
2.38,-6.544,-6544.0,6.614561206075818
2.4,-6.523999999999999,-6523.999999999999,6.550353130002805
2.42,-6.504,-6504.0,6.591180197805214
2.44,-6.484,-6484.0,6.897920276079085
2.46,-6.4639999999999995,-6463.999999999999,7.002150986478483
2.48,-6.443999999999999,-6443.999999999999,7.012468320283413
2.5,-6.4239999999999995,-6423.999999999999,6.818759104948408
2.52,-6.404,-6404.0,6.809018606998113
2.54,-6.3839999999999995,-6383.999999999999,7.088499214304748
2.56,-6.363999999999999,-6363.999999999999,6.8764691363751504
2.58,-6.343999999999999,-6343.999999999999,7.096625106132194
2.6,-6.324,-6324.0,7.002941240107454
2.62,-6.303999999999999,-6303.999999999999,6.77210601116544
2.64,-6.283999999999999,-6283.999999999999,7.006492689485099
2.66,-6.263999999999999,-6263.999999999999,7.105539042289617
2.68,-6.244,-6244.0,7.126612587945193
2.7,-6.223999999999999,-6223.999999999999,6.751992881966806
2.72,-6.203999999999999,-6203.999999999999,6.721811837912229
2.74,-6.183999999999999,-6183.999999999999,6.983074498973522
2.76,-6.164,-6164.0,7.051722568210919
2.78,-6.144,-6144.0,6.662223386475777
2.8,-6.124,-6124.0,6.862713417562874
2.82,-6.103999999999999,-6103.999999999999,6.7195488423683
2.84,-6.084,-6084.0,6.636380530444024
2.86,-6.064,-6064.0,6.618614046621821
2.88,-6.044,-6044.0,6.440901381273501
2.9,-6.023999999999999,-6023.999999999999,6.250060814033773
2.92,-6.004,-6004.0,5.969970523952634
2.94,-5.984,-5984.0,5.7570729457735
2.96,-5.9639999999999995,-5963.999999999999,5.710350270361106
2.98,-5.943999999999999,-5943.999999999999,5.350968955061448
3.0,-5.9239999999999995,-5923.999999999999,5.194648425789673
3.02,-5.904,-5904.0,4.7710065015787215
3.04,-5.8839999999999995,-5883.999999999999,4.4562714282743565
3.06,-5.863999999999999,-5863.999999999999,4.361052763254399
3.08,-5.843999999999999,-5843.999999999999,3.9066804792774703
3.1,-5.824,-5824.0,3.7193564663255545
3.12,-5.803999999999999,-5803.999999999999,3.4508501166914454
3.14,-5.783999999999999,-5783.999999999999,3.154177446251127
3.16,-5.763999999999999,-5763.999999999999,2.802762035056235
3.18,-5.744,-5744.0,2.550938236759636
3.2,-5.723999999999999,-5723.999999999999,2.3537483471688416
3.22,-5.703999999999999,-5703.999999999999,2.076218349652136
3.24,-5.683999999999999,-5683.999999999999,1.9390045303432037
3.26,-5.664,-5664.0,1.6891176967056232
3.28,-5.644,-5644.0,1.617035451994613
3.3,-5.624,-5624.0,1.4557048682674096
3.32,-5.603999999999999,-5603.999999999999,1.3394981062361129
3.34,-5.584,-5584.0,1.164021162839755
3.36,-5.564,-5564.0,1.1193102969567368
3.38,-5.544,-5544.0,1.006469990619962
3.4,-5.523999999999999,-5523.999999999999,0.905465349861035
3.42,-5.504,-5504.0,0.8411968257509603
3.44,-5.484,-5484.0,0.7700055872302137
3.46,-5.4639999999999995,-5463.999999999999,0.7306090632181218
3.48,-5.443999999999999,-5443.999999999999,0.6825350565664426
3.5,-5.4239999999999995,-5423.999999999999,0.6069977173017358
3.52,-5.404,-5404.0,0.5571120370245559
3.54,-5.3839999999999995,-5383.999999999999,0.5364004209278697
3.56,-5.363999999999999,-5363.999999999999,0.48722761808312687
3.58,-5.343999999999999,-5343.999999999999,0.4243013151604804
3.6,-5.324,-5324.0,0.40626509175965725
3.62,-5.303999999999999,-5303.999999999999,0.36466389821856476
3.64,-5.283999999999999,-5283.999999999999,0.32210589419637226
3.66,-5.263999999999999,-5263.999999999999,0.29678077482762366
3.68,-5.244,-5244.0,0.27167598771348317
3.7,-5.223999999999999,-5223.999999999999,0.24997717317886878
3.72,-5.203999999999999,-5203.999999999999,0.22840308679910487
3.74,-5.183999999999999,-5183.999999999999,0.2209824209970909
3.76,-5.164,-5164.0,0.20381227954523679
3.78,-5.144,-5144.0,0.19772095377360838
3.8,-5.124,-5124.0,0.2024330790460219
3.82,-5.103999999999999,-5103.999999999999,0.19908093648692599
3.84,-5.084,-5084.0,0.19469124383888378
3.86,-5.064,-5064.0,0.19568562448318896
3.88,-5.044,-5044.0,0.20477252370299173
3.9,-5.023999999999999,-5023.999999999999,0.2032286664854644
3.92,-5.004,-5004.0,0.212912269048263
3.94,-4.984,-4984.0,0.21293923601506945
3.96,-4.9639999999999995,-4963.999999999999,0.22043382784629045
3.98,-4.943999999999999,-4943.999999999999,0.22627449530247173
4.0,-4.9239999999999995,-4923.999999999999,0.2323815983864951
4.02,-4.904,-4904.0,0.2399061019862953
4.04,-4.8839999999999995,-4883.999999999999,0.23873861541667077
4.06,-4.864,-4864.0,0.2448838787947338
4.08,-4.843999999999999,-4843.999999999999,0.2480689327920801
4.1,-4.824,-4824.0,0.2521338964620378
4.12,-4.803999999999999,-4803.999999999999,0.24177724589278898
4.14,-4.784,-4784.0,0.24367607492748056
4.16,-4.763999999999999,-4763.999999999999,0.24673754837707687
4.18,-4.744,-4744.0,0.24872150596893317
4.2,-4.723999999999999,-4723.999999999999,0.2561322366111391
4.22,-4.704,-4704.0,0.25380862085725064
4.24,-4.683999999999999,-4683.999999999999,0.25435920612387924
4.26,-4.664,-4664.0,0.24750665495141627
4.28,-4.643999999999999,-4643.999999999999,0.24788611594750234
4.3,-4.624,-4624.0,0.26121526365201814
4.32,-4.603999999999999,-4603.999999999999,0.25266344644298205
4.34,-4.584,-4584.0,0.25239587648390277
4.36,-4.563999999999999,-4563.999999999999,0.25612141258851373
4.38,-4.544,-4544.0,0.2684315671503818
4.4,-4.523999999999999,-4523.999999999999,0.27175001415343447
4.42,-4.504,-4504.0,0.2677888294460765
4.44,-4.483999999999999,-4483.999999999999,0.27192153157381205
4.46,-4.4639999999999995,-4463.999999999999,0.2758727907837649
4.48,-4.443999999999999,-4443.999999999999,0.27092650910887583
4.5,-4.4239999999999995,-4423.999999999999,0.2690095579441983
4.52,-4.404,-4404.0,0.2680080588216444
4.54,-4.3839999999999995,-4383.999999999999,0.27369714133304685
4.56,-4.364,-4364.0,0.26844495885468256
4.58,-4.343999999999999,-4343.999999999999,0.2731755155385656
4.6,-4.324,-4324.0,0.2656450140064141
4.62,-4.303999999999999,-4303.999999999999,0.2768734389659851
4.64,-4.284,-4284.0,0.26893177628719145
4.66,-4.263999999999999,-4263.999999999999,0.2730399238880996
4.68,-4.244,-4244.0,0.28024213943490417
4.7,-4.223999999999999,-4223.999999999999,0.28170281067437913
4.72,-4.204,-4204.0,0.28324094225098745
